song_name,artists,year,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_popularity,artist_id,genres
Sexual Healing,Marvin Gaye,1982.0,3VZmChrnVW8JK6ano4gSED,0.119,0.805,0.602,0.000122,0.0,0.0581,-9.7,0.0,0.0579,94.382,4.0,0.744,73.0,3koiLjNrgRTNbOwViDipeA,"classic soul,motown,neo soul,northern soul,quiet storm,soul"
Warm Weather,Larry Coryell and Brian Keane,1983.0,0Pj6KjqwmJNdIOttPShZC9,0.794,0.557,0.364,0.7,2.0,0.31,-12.141,1.0,0.0294,101.985,4.0,0.293,61.0,19OAtq7pNHnBRKJORFeahx,"australian indie,folktronica,indie anthem-folk,indie folk"
America Eats Its Young,Funkadelic,1972.0,5WJU527RQNyMLuKecjsL8V,0.499,0.305,0.372,0.723,4.0,0.637,-15.089,0.0,0.0432,131.245,3.0,0.125,59.0,450o9jw6AtiQlQkHCdH6Ru,"funk,funk rock,p funk,psychedelic soul,soul"
Mûlâdhâra: The Dance of Kundalini,Todd Rundgren,1975.0,3gHFKiDanj4d2rqgHlRFFc,0.0563,0.578,0.848,0.00426,5.0,0.0963,-6.842,1.0,0.0261,87.246,4.0,0.779,57.0,0Lpr5wXzWLtDWm1SjNbpPb,"art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo"
Rock Steady,Aretha Franklin,1971.0,7rvGZDlfqCjY9EWEUg3Xs6,0.0108,0.749,0.752,0.0954,7.0,0.235,-10.3,1.0,0.126,104.7,4.0,0.887,59.0,7nwUJBm0HE4ZxD3f5cy5ok,"classic soul,jazz blues,memphis soul,soul,southern soul,vocal jazz"
Maxx Axe,Roger,1981.0,5gAExefoeU6cVPyfANcmFn,0.497,0.763,0.917,0.151,7.0,0.057,-4.867,0.0,0.112,112.746,4.0,0.741,20.0,3GMoVpWJy4smKuxFuFTwXC,"funk,new jack swing,p funk,post-disco,quiet storm"
Over the Breaks,J Dilla,2006.0,4ic8hlf4FkirjFpXJNBT3N,3.35e-06,0.58,0.831,0.839,11.0,0.0599,-4.502,1.0,0.113,91.191,4.0,0.767,29.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Can't You See,The Impressions,1970.0,4fUU9WKxEgJXyrZJsUA2iP,0.276,0.406,0.713,0.00354,7.0,0.112,-5.49,1.0,0.0348,164.444,4.0,0.577,70.0,59QxeZBL6k9L4oJBGSyukd,"album rock,blues rock,classic rock,country rock,hard rock,mellow gold,singer-songwriter,soft rock,southern rock"
A Certain Kind,Soft Machine,1968.0,2CbtdkBeW9Znt4vXTOafAl,0.000566,0.455,0.881,6.06e-05,11.0,0.11,-5.587,1.0,0.0401,137.949,4.0,0.201,54.0,7Ln80lUS6He07XvHI8qqHH,"garage rock,modern rock,permanent wave,rock,sheffield indie"
Blue Bossa,"Milt Jackson, Joe Pass and Ray Brown",1976.0,0F5vfGNwHXj0WKngicBulM,0.981,0.524,0.138,0.912,5.0,0.089,-25.345,0.0,0.0515,118.083,4.0,0.631,21.0,23i8EixXKG0EWGRCfHlUGN,"bebop,contemporary post-bop,hard bop,jazz,jazz vibraphone,soul jazz"
1984 (Part 1),Anthony Phillips,1981.0,4Z45MGF0QiNdMdSmoIfz57,0.0896,0.241,0.344,0.688,1.0,0.0922,-10.873,1.0,0.0293,75.575,4.0,0.134,1.0,6VWHWGvsfZm3cOsRCOqwq6,"progressive rock,symphonic rock"
The Steam Drill,Cannonball Adderley,1972.0,78c7LxsMjzP62X1gwpcdIH,0.593,0.356,0.868,0.0156,5.0,0.651,-7.912,0.0,0.0678,93.699,3.0,0.33,8.0,5v74mT11KGJqadf9sLw4dA,"bebop,cool jazz,hard bop,jazz,jazz blues"
Survival,Annette Peacock,1979.0,4pHrpb8f1TXy5YXCPDcfzc,0.189,0.678,0.428,0.0615,0.0,0.156,-14.567,1.0,0.0693,83.083,4.0,0.811,30.0,5vuxY740S6HZLvrrQCAzfG,
Terra Incognita,Synergy,1978.0,6hykEQW67sL7g4oj0XgFZh,6.01e-05,0.465,0.674,0.31,9.0,0.215,-6.116,1.0,0.0369,117.65,4.0,0.192,48.0,0GDGKpJFhVpcjIGF8N6Ewt,"alternative metal,french death metal,french metal,groove metal,metal,nu metal,progressive groove metal"
Right on Time,Maze Featuring Frankie Beverly,1983.0,6e9xnBJPs0y9omrSU3C3N4,0.179,0.776,0.556,1.48e-06,6.0,0.12,-5.648,0.0,0.0346,103.055,4.0,0.964,57.0,3DvdryKH4O95ZnsUZJKXpt,"funk,neo soul,quiet storm,soul,urban contemporary"
Serenata Burlesca,Howard Roberts,1957.0,4bcMO5tXlqloqD2NHqqpeY,0.969,0.592,0.152,0.839,10.0,0.112,-19.68,0.0,0.0557,86.156,4.0,0.364,3.0,1E4UIKgZgGsuAZ4CFS0Cel,"jazz guitar,space age pop"
Incantations (Part IV),Mike Oldfield,1978.0,1ZJv5nYlHzXZvTx7AchAKg,0.92,0.482,0.236,0.0161,7.0,0.146,-12.096,1.0,0.0306,185.491,4.0,0.562,26.0,562Od3CffWedyz2BbeYWVn,"progressive rock,symphonic rock"
Boogie Down (Bronx),Man Parrish feat. Freeze Force,1984.0,2CbgPrMwa0UWUdppsOIoTR,0.376,0.862,0.639,0.0702,10.0,0.162,-14.938,0.0,0.0917,111.839,4.0,0.469,36.0,2HKVO06HXqGmQxZJ8xIqgr,electro
Happy Fingers,George Freeman,1974.0,2s2QQRJvpQOFS9s0jWp5lM,0.285,0.455,0.157,0.307,0.0,0.159,-25.555,1.0,0.0327,107.83,4.0,0.534,1.0,7Ach9sbrT4ymDKQBsqGDvG,hammond organ
Soul Songs,V.O.S. Trio,1974.0,3We23WM1fwrgX6DGaem3qO,0.958,0.413,0.168,0.937,3.0,0.15,-15.799,0.0,0.0322,100.346,4.0,0.0819,52.0,2RfscHz3ooemLWvQslMeqm,
Moody Magic,"Elvin Jones, James Moody, Clark Terry and Bunky Green",1977.0,5nP6bZZpeT9hbtvePmy9ko,0.674,0.643,0.729,7.99e-06,0.0,0.173,-10.231,1.0,0.0297,135.29,4.0,0.963,61.0,43ZHCT0cAZBISjO8DG9PnE,"rock-and-roll,rockabilly"
At Twilight,Attila Zoller,1970.0,29SiOLKUH3AD8HUE3hEqZH,0.484,0.434,0.411,0.0592,2.0,0.22,-11.385,0.0,0.0256,62.786,1.0,0.47,1.0,0z0wKIaOwZLP7zN7UJCQyy,
The Star of a Story,Heatwave,1977.0,7B0uWqVjMySfDKhtZghBkO,0.000214,0.503,0.681,0.00159,9.0,0.147,-5.701,1.0,0.0332,123.891,4.0,0.191,53.0,4QkSD9TRUnMtI8Fq1jXJJe,"art pop,baltimore indie,bubblegrunge,indie pop,indie rock"
طب وانا مالي (Tab Wana Mali),Warda,1973.0,0eH6w5pp0CCogVhq0t7cOL,0.82,0.366,0.484,0.00106,7.0,0.373,-8.139,1.0,0.045,177.284,4.0,0.405,23.0,5PpgzZbUFBXAdbEnJJHtpH,
Tiempos Felice (Happy Times),Gary Burton and Pat Metheny,1990.0,7zvK52N0uTuEpNBYEd2Xfm,0.899,0.566,0.308,0.88,1.0,0.0926,-19.485,1.0,0.0337,136.058,4.0,0.202,17.0,4iovNkf44dsELmo3E7XSKX,"bebop,contemporary post-bop,ecm-style jazz,jazz,jazz fusion,jazz vibraphone"
Magician Moth,Roger Glover,1974.0,2oBwkFOc3uYA3nFhSCdy2p,0.922,0.304,0.0303,0.236,5.0,0.175,-22.42,0.0,0.0429,133.702,4.0,0.135,15.0,5NuneeBDaWZspG13LcsYuV,
Molly's Lament,Larry Coryell,1989.0,7F8p30SUoAOZeaOGFhNfpY,0.662,0.649,0.13,0.0658,2.0,0.0497,-16.747,1.0,0.0578,122.275,4.0,0.166,1.0,25s8YpOLWqI2SgTlvapJyQ,"jazz fusion,jazz guitar"
Listening to Mozart,Daniel Vangarde,1973.0,1pHgB58K3y7aXkDHz5kryW,0.962,0.146,0.0451,0.962,5.0,0.0934,-22.971,1.0,0.0352,179.753,3.0,0.0855,48.0,4NJhFmfw43RLBLjQvxDuRS,"classical,classical era,lullaby"
Dierdre De Samba,John Hicks,1979.0,6RKZq8kiQUNAW9OHfu5TDQ,0.995,0.268,0.067,0.944,8.0,0.13,-24.697,1.0,0.0496,76.563,3.0,0.0484,28.0,2JzTVgQ5vs7k1gGXbC5DWG,modern jazz piano
It's a Wonderful Life,Henry Kaiser,1984.0,2YYc99GXjgh4asvsf4Evn5,0.413,0.346,0.38,0.898,4.0,0.136,-13.082,0.0,0.0582,72.159,3.0,0.184,3.0,3JgykWJiK9U8B4gfoWdDMb,experimental guitar
Epilog,Jack DeJohnette,1974.0,7Hz0oqBQQt32fcMioZXyzq,0.165,0.685,0.468,0.328,11.0,0.0975,-12.354,0.0,0.0889,147.733,4.0,0.966,28.0,7rDjbKTLlpNYJRWMm7QVxU,"bebop,contemporary post-bop,ecm-style jazz,jazz,jazz drums,jazz fusion"
Get Together,Tony Allen,1999.0,75gmTY9q0aZ3RPmlcEhK0I,0.00107,0.664,0.638,0.594,10.0,0.102,-6.494,0.0,0.131,159.905,5.0,0.7,19.0,6JpZEemWmunccsrHXFUOgi,"afrobeat,afropop,world"
Not Available,Shuggie Otis,1974.0,3q8AgabNzK1mPJdI8egIcn,0.0143,0.805,0.38,0.00974,7.0,0.228,-16.387,1.0,0.0571,89.658,4.0,0.961,50.0,4YHtIE7FI8ITfekzzN5Jpl,"funk,psychedelic soul,soul"
Love Potion-Cheeba-Cheeba,Mighty Tom Cats,1973.0,5bDO9izGDQj7bdaSgxEBGQ,0.903,0.578,0.174,0.0,1.0,0.112,-8.321,1.0,0.044,129.525,3.0,0.229,53.0,1E6ADXoD9nUhFEwKgwjEdh,gen z singer-songwriter
Facelift,Soft Machine,1970.0,1jnxRJSuS9QIfjRuzKOvIC,0.408,0.354,0.331,0.92,9.0,0.234,-16.891,0.0,0.0298,129.008,4.0,0.3,43.0,5A0MH7JfEBEMySevsmauds,"art rock,canterbury scene,experimental,jazz fusion,jazz rock,progressive rock,psychedelic rock,zolo"
I Will Say Goodbye,Bill Evans Trio,1980.0,3pvcejVh4SUFAdFCpu2bao,0.979,0.401,0.139,0.892,5.0,0.148,-21.385,0.0,0.0468,118.929,4.0,0.0739,32.0,3VEG6gxFIMfl4Cdog26avS,"bebop,contemporary post-bop,jazz,jazz trio"
The Champ,The Mohawks,1968.0,2ShDTRBx2RmT03om9z65Ga,0.0671,0.772,0.824,0.932,0.0,0.3,-4.413,1.0,0.0762,111.73,4.0,0.888,36.0,7KNtGaPAgSPWzhGWZAVlyP,hammond organ
It's a Blue World,Barney Kessel,1973.0,2hwOoMtWPtTSSn6WHV7Vp5,0.389,0.742,0.553,0.0,8.0,0.0694,-8.98,1.0,0.419,84.931,4.0,0.508,76.0,4LLpKhyESsyAXpc4laK94U,"hip hop,pittsburgh rap,rap"
Brazilian Rhyme (Beijo Interlude),"Earth, Wind & Fire",1977.0,21AnCQUMUBi2YzgHR4wU1M,0.0984,0.588,0.966,0.0106,7.0,0.973,-6.864,1.0,0.0531,120.672,4.0,0.678,45.0,4QQgXkCYTt3BlENzhyNETg,"disco,funk,jazz funk,soul"
People Get Up and Drive Your Funky Soul,James Brown,1973.0,5U3i59kbTLrxo46TU1FRnF,0.23,0.8,0.802,0.00379,0.0,0.0971,-5.439,1.0,0.166,97.586,4.0,0.82,61.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
Photograph,David Hentschel,1975.0,0UNXTLCFf3erUgsO8IH4aK,0.993,0.579,0.0965,0.954,4.0,0.0977,-19.808,1.0,0.054,180.038,1.0,0.105,52.0,4aKuEXqhHmIZKdDRkaPPKO,
Strange Fruit,Gene Ammons,1973.0,1pOj3zjJHWBtyomlt0PPE1,0.992,0.372,0.0754,0.952,0.0,0.0775,-11.84,0.0,0.0422,82.452,4.0,0.0852,15.0,338mC0yGyX0C9of8QMJ5hK,"jazz saxophone,soul jazz"
Hummin',The Cannonball Adderley Quintet,1969.0,7tjFfNU8OqbddFNGZTMn0a,0.716,0.733,0.235,0.876,0.0,0.0964,-10.529,1.0,0.0438,85.54,4.0,0.696,40.0,2o346NHhUAlVxl5uXBVxK7,"bebop,hard bop,jazz,jazz saxophone"
Thank You Falletin Me Be Mice Elf Agin,Junior Mance,1970.0,74iQ3gahRTOGc19bYadBE3,0.296,0.9,0.709,0.00047,9.0,0.0863,-12.683,1.0,0.0636,105.822,4.0,0.897,60.0,5m8H6zSadhu1j9Yi04VLqD,"classic soul,funk,funk rock,p funk,psychedelic soul,soul,southern soul"
Another Bad Morning,Little Tony,1981.0,4M6enxIFSQCh6n2rqQ0wWN,0.00605,0.821,0.438,0.0,2.0,0.139,-10.529,1.0,0.386,147.937,4.0,0.25,42.0,4ix2z6eBWQ6MeihaX04mB6,
Autumn in New York,The Command All-Stars,1960.0,62FrtiVepyS9UGfcTPhu7W,0.958,0.546,0.152,0.931,7.0,0.3,-17.08,0.0,0.0368,124.562,4.0,0.144,57.0,3tUSGipRrxvpmZgUc13rd4,
Ndolima,The Cannonball Adderley Quintet,1968.0,4n5AUkvieP9NglLITjihFH,0.805,0.524,0.323,0.00783,5.0,0.142,-11.33,1.0,0.0333,132.977,4.0,0.422,42.0,7F2B7VhQySTBRaqJqv4NDR,
Paul Revere,Beastie Boys,1986.0,3gKwVWwKmeuFtPubICbOGc,0.0161,0.883,0.553,0.0,6.0,0.228,-13.232,0.0,0.944,91.753,4.0,0.578,60.0,03r4iKL2g2442PT9n2UKsx,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock"
Ice Cream,Steve Swallow,1980.0,57QFOU3f7O0gDLadxv5z8w,0.000595,0.851,0.598,0.0,0.0,0.343,-8.356,1.0,0.439,180.046,4.0,0.654,62.0,5MAp6rMiUJjRLXMWtArXRS,dfw rap
Main Theme From Trouble Man,Marvin Gaye,1972.0,15pYj5ZiUJgBydzD7w6NbJ,0.541,0.677,0.415,0.0136,9.0,0.104,-9.869,0.0,0.0304,107.107,4.0,0.487,55.0,3koiLjNrgRTNbOwViDipeA,"classic soul,motown,neo soul,northern soul,quiet storm,soul"
Pee-Wee's Dance,Joeski Love,1986.0,0k4JSIG2PfVxVCiV7SDCJh,0.00329,0.877,0.424,0.0,2.0,0.0929,-8.383,1.0,0.0863,150.046,4.0,0.116,52.0,0xTcxl35DKXUeYRWqY10w6,"atl hip hop,trap"
A.N.G.E.L. (Interlude),Dwele,2003.0,3sDeuisFRzTK7dfwlNvoNK,0.486,0.684,0.396,0.00197,10.0,0.0683,-9.871,1.0,0.0327,96.984,4.0,0.166,36.0,7u6LfVyYpEzMpHLL7jTyvU,neo soul
Anges Des Orages,Philip Glass,1977.0,4qZh3yJ7tILlDD0Wmv7Ftj,0.989,0.198,0.0382,0.969,0.0,0.17,-29.885,0.0,0.0443,136.392,4.0,0.127,56.0,69lxxQvsfAIoQbB20bEPFC,"american contemporary classical,classical,compositional ambient,contemporary classical,minimalism"
In a Sentimental Mood,Steps Ahead,1986.0,54UCHdz61P74mrJxmrahQl,0.933,0.204,0.255,0.769,5.0,0.112,-9.92,1.0,0.0298,94.463,3.0,0.0866,32.0,5RKuvhYscPTUScwoFLAeK5,"contemporary post-bop,jazz fusion"
Somewhere in the Night,Cal Tjader,1965.0,3UhgHkrUkTKhi6xowmvV7R,0.986,0.552,0.128,0.883,7.0,0.0869,-23.902,1.0,0.0629,84.565,4.0,0.462,23.0,3XOVABzceOUTbR3iEz0ImO,"cool jazz,jazz vibraphone,latin jazz"
17 Days,Prince and The Revolution,1984.0,3TNzMvWUuNoeyBcNeUQZH4,0.0749,0.867,0.716,0.00466,5.0,0.0692,-9.401,1.0,0.069,114.283,4.0,0.667,41.0,5a2EaR3hamoenG9rDuVn8j,"funk,funk rock,minneapolis sound,rock,synth funk"
Carmen 1,Hans Wurman,1976.0,3St0EIkx2U2XT40rwTa8fi,0.872,0.57,0.3,0.844,0.0,0.0844,-15.26,1.0,0.041,131.833,4.0,0.467,1.0,2D7RkvtKKb6E5UmbjQM1Jd,"classical,french opera,french romanticism,late romantic era"
Blood and Jasmine,Alex De Grassi,1978.0,7EzhI5uE1Ve7Z8mY2NIsRd,0.949,0.297,0.135,0.835,4.0,0.107,-24.172,1.0,0.0492,151.191,3.0,0.182,11.0,7EXt4A1enL8YDEhheC2MLA,fingerstyle
Valium,Michal Urbaniak Group,1973.0,6cMFS1jsjtjbH95U81oeVJ,0.656,0.468,0.48,0.0627,3.0,0.627,-16.899,0.0,0.0404,99.333,4.0,0.327,42.0,2o9yy7JZaNONL55k3AtBKU,"contemporary jazz,jazz violin,polish jazz"
Daydreamer,Mark Colby,1978.0,0gaOxnHfomT4BwtCYAu19P,0.356,0.654,0.338,0.0,5.0,0.277,-16.092,1.0,0.0715,95.979,4.0,0.794,50.0,3BBCgZVbXFRzcnT1ewVfRt,"bedroom pop,pov: indie,san diego indie"
Rock N Roll,J Dilla,2005.0,67c5M9gVWemCV5SGH5cc4v,0.054,0.23,0.772,0.000138,1.0,0.644,-6.349,1.0,0.342,173.377,5.0,0.589,58.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
The Orb of Beauty,Tomita,1984.0,3OBcUfsknT6UgaqOfh5S3a,0.0017,0.536,0.727,0.771,10.0,0.747,-8.653,0.0,0.0368,111.041,4.0,0.471,38.0,5HAtRoEPUvGSA7ziTGB1cF,"ambient house,breakbeat,electronica,intelligent dance music,trip hop"
Il Est Bel Et Bon,Swingle II,1974.0,7iwISpGAO2VYUJlfr6pUyx,0.983,0.451,0.622,0.0,1.0,0.251,-11.042,0.0,0.0686,122.525,4.0,0.199,17.0,41oZ2R2z0NtKVvHLgVj1hx,"franco-flemish school,french renaissance"
The Way I Feel,George Duke,1978.0,1NAp5n8ZWhE54BW6SytJom,0.0646,0.372,0.652,0.00279,11.0,0.127,-9.115,1.0,0.0395,107.635,3.0,0.609,11.0,3EB0uKE2lGw6BB1UFJrONl,"jazz funk,jazz fusion,jazz piano,smooth jazz"
Sunshine,Jaki Byard Trio,1968.0,3fbZnliWB8Z0cegIQWkIkd,0.249,0.727,0.825,4.2e-05,5.0,0.116,-4.715,1.0,0.044,144.929,4.0,0.85,51.0,6bswxXQ3qgvkMQCRu0DKuz,edmonton indie
Stone Ground Seven,The Singers Unlimited,1978.0,6q89q4CwsiFHFIlsySzx7M,0.607,0.372,0.619,0.727,9.0,0.282,-14.42,0.0,0.0371,129.397,3.0,0.678,6.0,3RsROIs1zuuC3lwIdhJ0if,"a cappella,vocal harmony group"
Good Times,Chic,1979.0,2wYKNcoqKW4IEcllj42xz1,0.0818,0.869,0.503,0.00837,2.0,0.187,-12.804,1.0,0.0479,112.664,4.0,0.914,57.0,0Xf8oDAJYd2D0k3NLI19OV,"disco,funk,soul"
Waltz for Tricia,The Mystic Moods Orchestra,1970.0,2DUHnhkCHUy8jMKA7SCu4r,0.19,0.272,0.289,0.386,5.0,0.373,-26.424,1.0,0.07,115.252,3.0,0.518,10.0,0HxQeBjzWt18F1em8G2flL,
A Taste of Honey,The New Classic Singers,1966.0,71ZgxJIApKmssV44AD1Zva,0.976,0.473,0.0203,0.597,4.0,0.117,-28.519,0.0,0.0611,73.561,4.0,0.336,51.0,2PjgZkwAEk7UTin4jP6HLP,"bebop,big band,dixieland,jazz,stride,swing,tin pan alley,vintage jazz"
Something's Coming,Sounds Orchestral,1965.0,4F17nB9GKTSPfocx9D7jHx,0.111,0.514,0.825,0.0,0.0,0.333,-4.452,1.0,0.0748,119.985,4.0,0.411,60.0,7DMveApC7UnC2NPfPvlHSU,"edm,pop,pop dance"
Falling Alice,Chick Corea,1978.0,0KQx6HOpJueiSkztcS0r7D,0.263,0.652,0.609,0.00101,11.0,0.233,-7.519,0.0,0.037,95.986,3.0,0.482,73.0,3DiDSECUqqY1AuBP8qtaIa,"neo soul,pop,r&b"
Everyday,Jamiroquai,1996.0,4pGIF3R8nau0IBHzrYXzWX,0.342,0.703,0.411,0.565,11.0,0.0895,-13.881,0.0,0.0346,136.139,4.0,0.763,48.0,6J7biCazzYhU3gM9j1wfid,dance pop
Moon Love,Laurindo Almeida,1969.0,5LCaw96SsbpHAQFAcbFwbI,0.0168,0.706,0.935,4.62e-05,6.0,0.106,-2.418,1.0,0.0565,130.001,4.0,0.214,50.0,4m1yRHUMhvB8gKAJTjK4kO,"brostep,electro house,electronic trap"
Moon,Larry Coryell,1978.0,5DrakA804lNEyW5iFw2tOK,0.495,0.43,0.68,0.548,0.0,0.684,-9.88,1.0,0.0394,78.148,4.0,0.634,29.0,25s8YpOLWqI2SgTlvapJyQ,"jazz fusion,jazz guitar"
Thanks for the Lift,Ron Proby,1972.0,64yJ0tpcSveze3KJAdZGKe,0.932,0.527,0.134,0.0,4.0,0.103,-11.264,1.0,0.0348,98.879,4.0,0.479,62.0,5RZjpmuD14JKXvB8Ry1G1u,hollywood
No Hard Feelings,George Shearing and The Montgomery Brothers,1961.0,7bfr0JODCtG2pvVXIqiptY,0.93,0.469,0.145,0.868,9.0,0.0986,-26.303,1.0,0.0474,116.447,4.0,0.608,2.0,7uUBTiZ2u5b40vymlFmXrn,"cool jazz,jazz piano"
What's Next,Fantasy,1970.0,3aQem4jVGdhtg116TmJnHz,0.0136,0.781,0.594,0.0,0.0,0.162,-6.959,0.0,0.0485,129.895,4.0,0.0628,74.0,3TVXtAsR1Inumwj472S9r4,"canadian hip hop,canadian pop,hip hop,rap,toronto rap"
Just for Now,Jackie & Roy,1963.0,5Yc2A0YtK6PaXT8J1MQ0Rd,0.215,0.519,0.503,0.0,2.0,0.148,-6.239,1.0,0.0442,89.174,4.0,0.364,61.0,1McMsnEElThX1knmY4oliG,pop
Mujer Mia,Joe Bataan,1973.0,6uiqzXiQCvAvoeDcjbRbRC,0.779,0.605,0.319,0.662,6.0,0.103,-11.709,0.0,0.0332,146.87,3.0,0.599,44.0,7ME0heqob2B32S9ofWhOyU,"boogaloo,classic soul,souldies"
Moon City,Absolute Elsewhere,1976.0,5G2lzixjOkTGD9Cc3kelXQ,0.867,0.666,0.351,1.39e-06,2.0,0.133,-9.386,1.0,0.0633,154.968,4.0,0.227,72.0,63yrD80RY3RNEM2YDpUpO8,"alt z,electropop,pop"
Never Gonna Come Down,Brian Auger's Oblivion Express,1977.0,4cOdK2wGLETKBW3PvgPWqT,0.115,0.721,0.939,3.79e-05,8.0,0.108,-11.823,1.0,0.0376,113.309,4.0,0.914,80.0,0gxyHStUsqpMadRV0Di1Qt,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop"
Rebirth,Gershon Kingsley,1970.0,1bBetNcLK8TbPfwYtaSMMi,0.0276,0.757,0.916,0.0,10.0,0.138,-3.564,0.0,0.0433,136.01,4.0,0.323,59.0,7EWU4FhUJM1sZQgQKdENeT,conscious hip hop
Who Is She (And What Is She to You),Gladys Knight & the Pips,1973.0,7aqJzVdVIAwCokmju1Oid8,0.168,0.837,0.538,0.0216,1.0,0.0603,-15.363,0.0,0.0517,106.684,4.0,0.783,44.0,0TF2NxkJZPQoX1H53rEFM1,"classic soul,disco,funk,motown,quiet storm,soul"
The Changing World,George Benson,1974.0,62GYoGszQfROZswLee6W3O,0.314,0.85,0.466,0.0234,1.0,0.129,-15.673,1.0,0.0555,109.936,4.0,0.86,67.0,4N8BwYTEC6XqykGvXXlmfv,"jazz funk,jazz guitar,smooth jazz,soul jazz,yacht rock"
Grease,Frankie Valli,1978.0,5Vrczz39CvlD3OGCa6utoA,0.156,0.82,0.464,0.0,11.0,0.101,-8.45,1.0,0.0481,109.374,4.0,0.872,65.0,3CDKmzJu6uwEGnPLLZffpD,"adult standards,bubblegum pop,lounge,rock-and-roll"
Papa Was a Rollin' Stone,The Temptations,1972.0,7MiLmLbwNoyf47xQ4TCVYp,0.451,0.817,0.405,0.0507,10.0,0.0468,-13.513,0.0,0.0811,121.467,4.0,0.898,66.0,3RwQ26hR2tJtA8F9p2n7jG,"memphis soul,motown,soul"
Can't Hold It Back No Longer,"Sly, Slick and Wicked",1977.0,7eHn0xcN1mhn7ok3SjzzWf,0.224,0.771,0.864,0.0,1.0,0.0778,-4.895,1.0,0.339,85.405,4.0,0.83,35.0,0av074qUwLn5eyzwqoq3xh,"alternative hip hop,jazz rap"
Summer Song,"Grover Washington, Jr.",1977.0,1ko2lVN0vKGUl9zrU0qSlT,0.41,0.749,0.497,0.0499,10.0,0.0504,-12.609,0.0,0.105,95.818,4.0,0.585,77.0,05YVYeV4HxYp5rrWalvuE1,
I'm Pushin In,Roshell Anderson,1974.0,6ABAcuQ00Yst7zYXSsY4Ms,0.0171,0.859,0.791,0.0,9.0,0.307,-5.199,1.0,0.201,96.99,4.0,0.399,29.0,3crnzLy8R4lVwaigKEOz7V,"cali rap,gangster rap,hyphy,oakland hip hop,west coast rap"
Snowflake Bop,The Gil Evans & the Monday Night Orchestra,1987.0,1IEbtXrHgN37lTQi9Byx6g,0.129,0.301,0.459,0.0166,9.0,0.12,-13.618,0.0,0.0365,95.846,4.0,0.287,30.0,7g9DeYASD3RzlT4kDchsQZ,"bebop,contemporary post-bop,cool jazz,free jazz,jazz"
Yes We Can Can,Pointer Sisters,1973.0,5cfCiy2vEqsInb0m2SCJd9,0.0267,0.782,0.506,0.00268,5.0,0.0899,-13.282,1.0,0.267,88.87,4.0,0.784,37.0,2kreKea2n96dXjcyAU9j5N,"disco,girl group,hi-nrg,motown,new wave pop,soft rock"
Danza De Los Ñañigos,Morton Gould,1964.0,0AnwIwxt96ERVRohy7hcnU,0.347,0.812,0.534,0.716,7.0,0.0741,-11.337,1.0,0.269,90.995,4.0,0.948,59.0,1ga48mxYYI9RuUrWLa3voh,"chicha,cumbia,cumbia amazonica,cumbia peruana"
Misdemeanor,Foster Sylvers,1973.0,0ApFfTbtX1775WkrzZSx4y,0.338,0.762,0.666,0.0,2.0,0.039,-8.675,1.0,0.0446,88.295,4.0,0.895,41.0,0ESCoUJXbD4SOqgJRA84iw,
I Know You Got Soul,Bobby Byrd,1971.0,2kNG9FJB7FVN7BffCY56sh,0.0977,0.843,0.544,0.000382,9.0,0.0726,-11.689,1.0,0.194,112.792,4.0,0.837,21.0,6WXpplxbfcLvaAlhDbfEyO,rare groove
Light/Sun,Jan Hammer,1975.0,4xXTGXt6Y93QE7WoxiBWBX,0.31,0.188,0.323,0.14,10.0,0.0871,-13.167,1.0,0.0417,162.755,3.0,0.0556,5.0,50zRydJXfkLzGIOj9mITfy,jazz fusion
Summerset,"Zoot Sims, Bucky Pizzarelli and Buddy Rich",1974.0,36NzG0ptwi4k798mpIS3Oz,0.984,0.564,0.162,0.358,6.0,0.125,-12.06,1.0,0.0331,62.56,4.0,0.57,52.0,1pwr5rTWLVfqhvHfB7Reap,"cool jazz,jazz saxophone"
Song for My Father (Version 2),"Richard ""Groove"" Holmes",1975.0,1CDBaGlisZlOJzvx88lL8A,0.794,0.742,0.671,0.00441,5.0,0.122,-8.142,0.0,0.0407,127.359,4.0,0.591,56.0,5ZATfKurLqflrBhv2FLht5,"bebop,hard bop,jazz,jazz piano"
Scenario,A Tribe Called Quest feat. Leaders of the New School,1991.0,5YTM7OgQDt9EJAYcfHLniJ,0.00308,0.812,0.6,8.38e-06,7.0,0.173,-9.414,1.0,0.254,97.338,4.0,0.555,66.0,09hVIj6vWgoCDtT03h8ZCa,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop"
